Clase,NombreImagen,MomentosHu,MomentosZernike
circle,1485.png,"[ 1.59231139e-01  9.51812599e-06  2.47000006e-07  1.73653358e-10
  1.04567568e-18  4.00393888e-13 -4.47217030e-19]","[0.31830989 0.02480172 0.33596112 0.30929708 0.01151274 0.02927119
 0.32967804 0.32490255 0.30509736 0.01075691 0.01868872 0.03140309
 0.32918048 0.32602136 0.31837892 0.30247445 0.00539525 0.01887126
 0.02154076 0.03281589 0.32653049 0.32791994 0.3210254  0.31406664
 0.30050533]"
circle,3639.png,"[ 1.59369643e-01  5.51994712e-05  1.84427701e-07  1.17934269e-10
  4.23324702e-19  8.62100032e-13 -3.51156239e-19]","[0.31830989 0.02462247 0.33979729 0.30737899 0.02358757 0.02498609
 0.33099812 0.32721653 0.30212328 0.00445639 0.03759022 0.02248173
 0.33182479 0.32704045 0.31972748 0.29878448 0.02448047 0.00390262
 0.0460949  0.01914741 0.32811271 0.33015393 0.32157641 0.31471499
 0.29628058]"
circle,2289.png,"[ 1.60788680e-01  5.07243120e-04  9.71299356e-07  5.10950930e-09
 -1.05076934e-16 -3.79465455e-11 -3.44274205e-16]","[0.31830989 0.01485096 0.34343001 0.30556254 0.01742217 0.01400221
 0.33609349 0.32684429 0.29994739 0.005088   0.02720814 0.01137453
 0.33529751 0.32951868 0.31771163 0.29658447 0.02017224 0.0033652
 0.03358512 0.00825053 0.33251089 0.33210929 0.32238698 0.31186258
 0.29416522]"
circle,659.png,"[ 1.59499928e-01  1.00678322e-04  5.25077740e-07  5.23964344e-10
 -1.14646167e-18 -1.08106551e-12 -8.61494326e-18]","[0.31830989 0.01856335 0.33744147 0.30855688 0.02288319 0.01715078
 0.3296359  0.32616277 0.3038581  0.00935901 0.03664088 0.01330902
 0.33048742 0.32587783 0.31949846 0.30084466 0.02668309 0.00678862
 0.04559353 0.00887395 0.32865788 0.32744845 0.32158719 0.31483722
 0.29858012]"
circle,887.png,"[ 1.59864655e-01  2.09816274e-04  7.30474497e-07  2.63354735e-09
  9.97963487e-17  2.82504255e-11 -5.81628714e-17]","[0.31830989 0.01911723 0.33717504 0.30868976 0.01610365 0.02014586
 0.33050894 0.32535861 0.30422401 0.00253098 0.02505088 0.01918674
 0.33055905 0.32617725 0.31858103 0.301422   0.01561332 0.00607914
 0.03026224 0.01763826 0.32613685 0.32976971 0.32035304 0.3142857
 0.29929463]"
circle,2625.png,"[ 1.59385114e-01  5.83388221e-05  1.21567785e-06  7.42654592e-10
  1.29620356e-18 -1.51222123e-13 -2.22769447e-17]","[0.31830989 0.02883879 0.33786196 0.30834649 0.00332915 0.03743495
 0.333951   0.32363641 0.30422616 0.02194777 0.00676282 0.04358721
 0.32799886 0.330503   0.31492625 0.30203388 0.01310425 0.03445021
 0.0059446  0.04897609 0.33382524 0.32432193 0.32614036 0.30872572
 0.30067682]"
circle,948.png,"[ 1.59299417e-01  3.25292829e-05  9.07406257e-07  6.77319018e-10
  7.04984425e-18  1.06954125e-12 -1.52399426e-17]","[0.31830989 0.01677533 0.33546361 0.30954624 0.01948365 0.01589894
 0.32908012 0.324887   0.30541385 0.0073535  0.03133117 0.0128601
 0.33020241 0.32461708 0.31901189 0.30274034 0.02336997 0.0054956
 0.03916112 0.00923505 0.32813463 0.32660373 0.32045374 0.3149753
 0.3006944 ]"
circle,2121.png,"[ 1.59224633e-01  8.26773840e-06  1.07778180e-06  1.41873642e-10
 -8.00635326e-20  1.28999856e-13 -1.75252921e-18]","[0.31830989 0.02053487 0.33987837 0.30733877 0.01257434 0.02320677
 0.33250038 0.32628298 0.3023073  0.00555882 0.02025658 0.02379833
 0.33171044 0.32804861 0.3183329  0.29923253 0.00867379 0.01159967
 0.02399055 0.02376568 0.32763048 0.33119848 0.3215361  0.31327705
 0.2969649 ]"
circle,1586.png,"[1.62459382e-01 3.37689774e-05 6.37231481e-07 1.30179400e-07
 3.73696585e-14 6.59510757e-10 3.05125636e-15]","[0.31830989 0.02960379 0.33416986 0.31019273 0.00567371 0.03768417
 0.33027182 0.32301509 0.30668798 0.01754369 0.01175908 0.04289851
 0.32643753 0.32738123 0.3161687  0.30469641 0.00916    0.02966194
 0.01285678 0.0471993  0.32961714 0.32368084 0.32365342 0.31129218
 0.30334787]"
circle,301.png,"[ 1.59328559e-01  3.57226779e-05  1.40138871e-06  1.58475298e-09
  7.33257432e-17  8.81459605e-12 -1.41733486e-17]","[0.31830989 0.02098272 0.33604777 0.30925417 0.01033464 0.02455357
 0.33060696 0.32435603 0.30518146 0.00825808 0.01680803 0.0261035
 0.33105842 0.32520528 0.31811869 0.30261748 0.00497953 0.01518797
 0.01945891 0.0270432  0.32808047 0.32798017 0.32001208 0.31409797
 0.30066433]"
circle,780.png,"[ 1.66175262e-01  2.27261299e-03  1.37649125e-06  3.77248506e-08
  8.56471361e-15  1.78744737e-09 -7.40037341e-16]","[0.31830989 0.0175754  0.3419903  0.30628205 0.00874332 0.02051782
 0.33617961 0.32558796 0.30115892 0.01006243 0.01251227 0.02210291
 0.33452755 0.32930821 0.31672883 0.29815786 0.00247757 0.01626262
 0.01338962 0.02332086 0.33180364 0.33172291 0.32193364 0.31119844
 0.29601226]"
circle,295.png,"[1.59378781e-01 5.86376873e-05 3.24602550e-07 2.98716949e-10
 2.83197138e-18 2.28642139e-12 7.95133380e-19]","[0.31830989 0.02587402 0.33478522 0.30988501 0.00149964 0.03437048
 0.33102959 0.32302217 0.30630186 0.02165926 0.00319149 0.04071238
 0.32560893 0.32880183 0.31550067 0.30435772 0.01646882 0.03407959
 0.00261944 0.04640203 0.33252506 0.32159707 0.32592888 0.30984546
 0.30314807]"
circle,1049.png,"[ 1.59423058e-01  6.88677759e-05  8.21054311e-08  2.62156619e-11
 -3.62879993e-20  3.85793635e-14  1.27465551e-20]","[0.31830989 0.02872202 0.33198913 0.3112827  0.00194843 0.03807567
 0.3287481  0.32221438 0.3082486  0.02190159 0.00483926 0.04483586
 0.32333392 0.32755034 0.31564099 0.30660138 0.01472507 0.03402809
 0.00459462 0.05072054 0.33031714 0.32006298 0.32541623 0.31055608
 0.30557741]"
circle,1858.png,"[ 1.59248342e-01  1.93198063e-05  3.31552904e-07  1.22542877e-10
  7.66266866e-19  5.36927235e-13 -1.51517695e-19]","[0.31830989 0.0145606  0.33802154 0.30826703 0.02031163 0.0126772
 0.33098682 0.32574546 0.30360085 0.008632   0.03173492 0.00895022
 0.33053714 0.32696568 0.31852516 0.30070777 0.02585698 0.0079546
 0.0396469  0.0049045  0.33009502 0.32718769 0.3224655  0.31349115
 0.29859549]"
circle,3273.png,"[ 1.59798565e-01  1.88251535e-04  1.01112290e-06  1.30521799e-09
 -4.60830178e-17 -1.76509533e-11  1.11646525e-17]","[0.31830989 0.02117552 0.33799641 0.30827982 0.01299083 0.02392958
 0.33116074 0.32560855 0.30365191 0.0048274  0.02145506 0.02443341
 0.33131687 0.32646654 0.31858707 0.30075825 0.00991354 0.01062805
 0.02582252 0.02423913 0.32750013 0.32967904 0.32071148 0.31407233
 0.29858108]"
circle,744.png,"[ 1.59190087e-01  1.76035336e-06  8.07743153e-07  1.67456381e-11
  6.00683071e-20  2.21700366e-14 -1.35926290e-20]","[0.31830989 0.02947262 0.33519591 0.30967974 0.00329777 0.03835298
 0.3318947  0.3227876  0.30610423 0.02259492 0.00671511 0.04472995
 0.32619547 0.32910553 0.31506166 0.30420077 0.01457802 0.03583461
 0.00583567 0.0503423  0.33233461 0.32258636 0.32557115 0.30943621
 0.30302316]"
circle,1808.png,"[ 1.59349714e-01  4.66253499e-05  1.11946920e-06  4.79750606e-10
  7.21409374e-18  5.78438456e-13 -8.45980584e-18]","[0.31830989 0.02458157 0.33619466 0.30918089 0.0063015  0.03072956
 0.33104207 0.32418863 0.30513215 0.01576826 0.01077754 0.0347324
 0.32809448 0.32776767 0.31689344 0.30276472 0.00647062 0.02571147
 0.01122346 0.03808753 0.32888005 0.32627071 0.32308377 0.31190053
 0.30110491]"
circle,14.png,"[ 1.59262397e-01  1.68994787e-05  4.00009538e-07  1.25408908e-10
 -3.19029506e-19 -4.25264574e-13  8.28963883e-19]","[0.31830989 0.02006307 0.34085929 0.30684813 0.02131447 0.01966625
 0.33258811 0.32704075 0.30150477 0.00645688 0.03428253 0.01676993
 0.33281588 0.32784128 0.31903782 0.29817972 0.02344956 0.00371151
 0.04242478 0.01317462 0.33006892 0.33022286 0.32210344 0.31369548
 0.2957302 ]"
circle,304.png,"[ 1.59371021e-01  5.51442264e-05  1.24353019e-06  5.57724441e-10
 -8.13382959e-18 -1.39258476e-12  1.22300127e-17]","[0.31830989 0.02386481 0.33572007 0.30941766 0.01413855 0.0271347
 0.32875632 0.32531595 0.30514507 0.0067756  0.02291325 0.02798813
 0.32852282 0.32583639 0.3189285  0.30243935 0.00968494 0.01377433
 0.02717482 0.02810645 0.32508619 0.32825652 0.32089422 0.31470232
 0.30038788]"
circle,876.png,"[ 1.59186627e-01  2.18223053e-06  1.54132094e-07  9.70468781e-12
 -9.13910989e-21 -1.10212351e-14 -7.57317113e-21]","[0.31830989 0.02152008 0.33642231 0.30906662 0.00523661 0.02700902
 0.33113677 0.32431378 0.30495742 0.01360211 0.00926387 0.03057711
 0.32883509 0.32739737 0.31713144 0.30252044 0.00527763 0.02184666
 0.00990401 0.03353513 0.32848444 0.32706014 0.32239314 0.31231334
 0.30077767]"
circle,3066.png,"[ 1.59503942e-01  9.53144190e-05  1.42356163e-06  1.62260043e-09
  7.45386967e-17  1.50517430e-11 -2.29235087e-17]","[0.31830989 0.01536014 0.34254621 0.30600478 0.02250792 0.01299793
 0.33436631 0.32726022 0.30039676 0.00904616 0.03454572 0.00874758
 0.33387167 0.3290679  0.31848338 0.2969812  0.02854569 0.0084452
 0.04292394 0.00417406 0.33313853 0.32979608 0.32339255 0.31249799
 0.29453392]"
circle,497.png,"[1.59856791e-01 2.04706543e-04 5.31511986e-07 9.91144496e-10
 2.26636772e-17 1.40843337e-11 1.96824185e-18]","[0.31830989 0.02837465 0.33602128 0.30926748 0.00696111 0.03556584
 0.33126358 0.32389598 0.30531355 0.01678728 0.01281201 0.04012022
 0.32821319 0.32770536 0.31664133 0.30301835 0.00698585 0.02815465
 0.01384722 0.043856   0.33022357 0.32526866 0.32340913 0.31157667
 0.30143066]"
circle,1663.png,"[ 6.79321439e+01  3.35726153e+01  4.36364222e+03  1.16604449e+04
 -1.86981280e+07 -2.62629924e+04  8.10469126e+07]","[0.31830989 0.00686343 0.31491639 0.3198172  0.00839868 0.01201435
 0.32682662 0.30927959 0.32213539 0.00438885 0.00425754 0.0155889
 0.32837832 0.31271105 0.31098812 0.32354729 0.01473819 0.00541429
 0.00354497 0.01863145 0.32565204 0.31754795 0.30881162 0.31327997
 0.32425439]"
circle,943.png,"[ 6.57653060e+01  7.27064822e+01  1.28065562e+04  2.07933711e+04
  2.69012186e+08  3.71842040e+04 -2.06802724e+08]","[0.31830989 0.01626473 0.33783114 0.3083622  0.00273977 0.02251682
 0.33482465 0.32302878 0.30439844 0.01619546 0.00288434 0.02748744
 0.33127483 0.32853788 0.31508137 0.30221001 0.01461648 0.02459752
 0.00518752 0.03205805 0.33261664 0.32713999 0.32269645 0.30991361
 0.30072789]"
circle,249.png,"[ 1.59272964e-01  1.42794618e-05  4.40523453e-07  2.19117902e-10
 -2.94601491e-19  8.11703743e-13  2.13253537e-18]","[0.31830989 0.02304947 0.33540059 0.30957686 0.00557923 0.02893353
 0.33075448 0.32371721 0.30574203 0.0138208  0.01026989 0.03268714
 0.32881673 0.32659318 0.31700339 0.30345314 0.00663963 0.02356871
 0.01093437 0.03580327 0.32981908 0.32535451 0.32232962 0.31235848
 0.30181566]"
circle,1908.png,"[ 1.59678835e-01  1.56027484e-04  1.19884918e-06  1.98689685e-09
  9.14905218e-18  2.95561449e-12 -9.65391954e-17]","[0.31830989 0.02209408 0.3386966  0.30792939 0.00555729 0.02764539
 0.33399815 0.32430008 0.30353999 0.01464566 0.00932426 0.0313125
 0.33114844 0.32865414 0.31621678 0.30102042 0.00636039 0.0238654
 0.00943591 0.03442622 0.33086317 0.32850142 0.32262582 0.31096468
 0.29926034]"
circle,2179.png,"[ 1.59529355e-01  1.06677628e-04  2.59601999e-07  4.91688652e-10
  5.49012934e-18  4.90053315e-12 -8.46905012e-19]","[0.31830989 0.02150408 0.34075848 0.30689866 0.00324238 0.02764393
 0.33554783 0.32498423 0.30208209 0.01761725 0.00520873 0.03214092
 0.33209825 0.33004538 0.31601887 0.29935525 0.00908575 0.02665573
 0.00422372 0.03613693 0.33431213 0.32778912 0.32438629 0.30994002
 0.29751892]"
circle,28.png,"[ 1.59236823e-01  1.33426215e-05  1.81034902e-08  2.30392697e-11
 -1.18492547e-20 -8.41146638e-14  8.99947123e-21]","[0.31830989 0.02103375 0.34123459 0.30666053 0.02392016 0.02009497
 0.33201779 0.32773343 0.30109747 0.00762288 0.03795584 0.01655958
 0.33212947 0.32824226 0.31953837 0.29762203 0.02740758 0.00500508
 0.04700584 0.01231268 0.32982059 0.33002519 0.32284579 0.31393172
 0.29507485]"
circle,1684.png,"[ 1.59207485e-01  2.61175332e-07  1.92325079e-07  8.26787355e-12
  1.04116577e-20 -3.89198908e-15  5.42533689e-22]","[0.31830989 0.02413595 0.3356925  0.3094317  0.00191178 0.03258205
 0.3322535  0.3229623  0.30575141 0.02214313 0.00199497 0.0391063
 0.32588009 0.32984067 0.31486515 0.3038234  0.01711505 0.03355813
 0.00371892 0.04502103 0.33274598 0.32249945 0.32631809 0.30893836
 0.30266292]"
circle,3375.png,"[ 1.59318301e-01  3.69115177e-05  1.24730736e-06  4.79639770e-10
 -1.17309629e-17 -2.71245198e-12 -1.28025767e-19]","[0.31830989 0.02666691 0.33323221 0.31066143 0.00218678 0.03607245
 0.33167248 0.32130009 0.30770206 0.02404092 0.00210609 0.04329927
 0.32435347 0.32921328 0.31380081 0.30627262 0.01843188 0.03635927
 0.00387101 0.04981407 0.33261537 0.32055197 0.32616375 0.30825866
 0.30549731]"
circle,1439.png,"[ 1.59244014e-01  1.44758446e-05  4.20732088e-07  1.37355029e-10
  6.24812343e-19  1.17739051e-13 -8.36595941e-19]","[0.31830989 0.02081441 0.3354347  0.30956048 0.00865173 0.02490046
 0.33003614 0.32422541 0.30559635 0.00903836 0.01464922 0.02695906
 0.32886583 0.326159   0.3177063  0.30316927 0.00322032 0.01650117
 0.01682916 0.02840348 0.32652581 0.32770562 0.32099236 0.31346418
 0.3013629 ]"
circle,2723.png,"[1.59215733e-01 1.91337143e-06 1.27818941e-06 2.22670934e-10
 1.68883081e-18 2.40586824e-13 3.35555669e-18]","[0.31830989 0.01931386 0.33840312 0.30807622 0.01808318 0.01975304
 0.33113514 0.32596407 0.30330799 0.00387963 0.02915338 0.01790445
 0.33122456 0.32675789 0.31877106 0.3003257  0.01890333 0.00342534
 0.03589074 0.01539512 0.32729427 0.32997356 0.32095482 0.31412387
 0.29808743]"
circle,265.png,"[ 1.59255780e-01  1.61912994e-05  1.29448648e-07  1.13976715e-10
 -4.33829417e-19 -3.35497460e-13 -5.88082459e-20]","[0.31830989 0.01443153 0.33729658 0.30862947 0.01581314 0.01400042
 0.33101334 0.32512374 0.3042091  0.00519884 0.02537801 0.01177022
 0.33113476 0.32610974 0.31834221 0.30144726 0.01914837 0.00399828
 0.03173396 0.00902412 0.32769994 0.3290574  0.32053564 0.31397755
 0.29936552]"
circle,1135.png,"[ 1.59240357e-01  1.00570243e-05  8.72558524e-07  3.66818194e-10
 -2.29896258e-18 -5.40606641e-13 -6.14670839e-18]","[0.31830989 0.01905645 0.3355828  0.30948623 0.00792413 0.02280225
 0.32906248 0.32499797 0.30530963 0.00763169 0.01376289 0.02462112
 0.32808139 0.3262669  0.31844691 0.30271021 0.00372131 0.0138963
 0.01619936 0.0258246  0.32607057 0.32734817 0.32160349 0.31401938
 0.30077569]"
circle,43.png,"[ 1.59241603e-01  1.00007892e-05  1.62038590e-07  1.19635974e-10
 -3.77224017e-19 -2.74539961e-14  3.67646890e-19]","[0.31830989 0.02959413 0.33998896 0.3072829  0.01616545 0.03409696
 0.3312297  0.32722086 0.30200191 0.00687437 0.02783089 0.03534806
 0.33185865 0.3272592  0.31961073 0.29866202 0.01146607 0.0153594
 0.03375369 0.03556034 0.32797931 0.33046204 0.32160427 0.31455677
 0.29616193]"
circle,1463.png,"[ 1.59232668e-01  2.68399293e-06  4.91314176e-07  3.43915308e-10
 -2.92118135e-18 -5.34396830e-13  3.38410168e-18]","[0.31830989 0.02186723 0.3355409  0.30950725 0.00494386 0.02759013
 0.33116735 0.32355958 0.30569596 0.01300159 0.00944632 0.03124561
 0.3292915  0.32656029 0.3168289  0.30343085 0.00766477 0.02280585
 0.00996198 0.03429921 0.3291513  0.32635154 0.32172228 0.31233867
 0.30179621]"
circle,651.png,"[ 1.59431410e-01  7.71549858e-05  1.00375937e-06  7.43765259e-10
  1.29985447e-17  4.19780573e-12 -1.56213216e-17]","[0.31830989 0.0258866  0.33676572 0.30889481 0.00683738 0.03227586
 0.33190794 0.32408596 0.30479911 0.01516654 0.01225052 0.03628068
 0.32866547 0.32817518 0.31652073 0.30243661 0.0057728  0.02547313
 0.01324694 0.03955212 0.3288976  0.32715617 0.32291615 0.31147537
 0.30078671]"
circle,1650.png,"[ 1.59193213e-01  3.52783076e-06  1.67092880e-07  1.21649789e-11
  3.16317091e-21  9.38696756e-15 -1.70529816e-20]","[0.31830989 0.01865736 0.33716763 0.30869421 0.01192879 0.02092621
 0.33125101 0.32485863 0.30435668 0.00480266 0.01910946 0.02130141
 0.33159742 0.32582713 0.31820117 0.30164325 0.00919257 0.00982561
 0.02278161 0.02109906 0.32774387 0.32928067 0.32006195 0.31399552
 0.29958384]"
circle,1865.png,"[ 1.59236558e-01  1.46477900e-05  4.43208599e-07  6.82102284e-11
  3.46977392e-19  2.35187389e-13 -1.42345285e-19]","[0.31830989 0.02707642 0.33664794 0.30895395 0.0016786  0.03588717
 0.33346066 0.32295303 0.30515694 0.02344699 0.00321342 0.04253642
 0.32651907 0.33062087 0.31437641 0.303212   0.01561521 0.03540444
 0.00265457 0.04849289 0.33425993 0.32254527 0.32692058 0.30811629
 0.30207875]"
circle,1872.png,"[ 1.59374671e-01  5.33355374e-05  9.42339968e-07  9.40149614e-10
  8.87602263e-18  2.47681759e-12 -2.65383216e-17]","[0.31830989 0.02670382 0.33689123 0.30883204 0.00227361 0.03501711
 0.33313034 0.32337536 0.30489843 0.02123112 0.00491058 0.04108556
 0.32653606 0.33055675 0.31480133 0.30283897 0.0141257  0.03324316
 0.00394149 0.04645741 0.33146859 0.32474604 0.32593281 0.30879621
 0.3015735 ]"
circle,2345.png,"[ 1.59750871e-01  1.71737770e-04  2.02644458e-06  3.93781359e-09
  1.53199333e-17  8.71577214e-13 -3.51429187e-16]","[0.31830989 0.01835311 0.3416714  0.306442   0.00790492 0.02185167
 0.33606454 0.32539936 0.30140758 0.00912472 0.01257724 0.02370191
 0.33470973 0.32891858 0.31674432 0.29844797 0.00282959 0.01543109
 0.01412441 0.02505388 0.33173088 0.33166744 0.32155162 0.31138022
 0.29631951]"
circle,113.png,"[ 1.59260313e-01  2.06659702e-05  2.66027451e-07  8.16476709e-11
 -3.72691234e-19 -2.47499586e-13 -7.67963187e-20]","[0.31830989 0.01943027 0.34129731 0.3066294  0.01208198 0.02189464
 0.3342974  0.32626655 0.30142572 0.00572085 0.01909547 0.02245336
 0.33368885 0.3284378  0.31791264 0.29827579 0.00879011 0.01108418
 0.02256175 0.02242994 0.32998104 0.3316492  0.32154751 0.31263652
 0.29597104]"
circle,3104.png,"[1.59463668e-01 8.72114365e-05 1.21674018e-06 1.09768457e-09
 3.98061547e-17 1.01883089e-11 4.97453957e-18]","[0.31830989 0.02050055 0.33857288 0.30799115 0.01596129 0.02203524
 0.33133595 0.32597181 0.30319886 0.00242795 0.02587599 0.02128111
 0.33179899 0.32654365 0.31883485 0.30018617 0.01458717 0.00651555
 0.03148013 0.01984476 0.32774491 0.33003891 0.32072033 0.31423493
 0.29791423]"
circle,1420.png,"[ 1.59232648e-01  2.45411060e-06  7.83104541e-07  2.02584059e-10
 -2.08418749e-18 -3.06114388e-13  1.47206670e-18]","[0.31830989 0.01976646 0.33575757 0.30939895 0.00147403 0.02617947
 0.33123911 0.32369209 0.30552774 0.01582107 0.00316543 0.03088622
 0.32864972 0.3272091  0.31667086 0.30326141 0.0092541  0.02345803
 0.00307726 0.03498767 0.32928388 0.32608541 0.32248192 0.31191716
 0.30165888]"
circle,2847.png,"[4.20965524e-01 1.86099529e-01 4.81061640e-02 1.66033763e-02
 3.74590953e-04 6.62676981e-03 2.82608824e-04]","[0.31830989 0.08867829 0.30540244 0.32457172 0.03072887 0.1081306
 0.31339287 0.31030619 0.32781275 0.04445538 0.05316729 0.11915629
 0.29867416 0.32161064 0.31015534 0.33029607 0.01218015 0.07808857
 0.05976145 0.12762429 0.31749162 0.3004171  0.32652894 0.30852788
 0.33242199]"
circle,2183.png,"[1.59681177e-01 1.52040551e-04 5.49660692e-07 1.31222602e-09
 3.51071297e-17 1.60513782e-11 3.08003678e-18]","[0.31830989 0.02390749 0.34043746 0.30705901 0.00839534 0.02909884
 0.33385057 0.32584817 0.30206596 0.01375824 0.01351808 0.03220619
 0.33178174 0.32910669 0.31735577 0.29911302 0.00315344 0.02251684
 0.01470302 0.03468078 0.33110698 0.32930513 0.32319574 0.3117059
 0.29702528]"
circle,3656.png,"[ 1.59353596e-01  5.11777683e-05  2.47283022e-07  2.98439959e-10
  1.70656926e-19  5.63588875e-13 -2.55810479e-18]","[0.31830989 0.016046   0.34149444 0.30653082 0.01999982 0.01474516
 0.33423022 0.32647564 0.30125017 0.00650242 0.03106838 0.01151526
 0.33399909 0.32828181 0.31815915 0.29803003 0.02379484 0.00491848
 0.03841695 0.0077869  0.33182079 0.33037674 0.32212319 0.3126966
 0.2956876 ]"
circle,1740.png,"[1.59287717e-01 2.95729931e-05 5.94163248e-07 1.86694724e-10
 1.15429184e-18 4.73921039e-13 1.59184393e-18]","[0.31830989 0.02019507 0.33684744 0.30885405 0.01746711 0.02113167
 0.33003654 0.32540144 0.30441983 0.00332693 0.02860547 0.01966262
 0.3309669  0.32540635 0.31899319 0.30158369 0.01745128 0.00410966
 0.03521472 0.01748636 0.32733447 0.32863699 0.32027262 0.31479356
 0.29941583]"
circle,2630.png,"[ 1.59406502e-01  6.53534165e-05  1.52196007e-06  8.87803785e-10
 -1.14777639e-17 -2.58797801e-12 -3.05495055e-17]","[0.31830989 0.02178424 0.34006459 0.30724539 0.01558819 0.02386188
 0.33264076 0.32634405 0.30217468 0.00362719 0.02499381 0.02363469
 0.33259704 0.32757362 0.31855309 0.29904025 0.01341406 0.00891943
 0.03013382 0.02270247 0.32866428 0.33091614 0.32126277 0.31356042
 0.29671219]"
circle,2901.png,"[ 1.59268341e-01  2.03308047e-05  2.06474355e-07  2.52183147e-10
 -5.97223717e-19 -1.11748800e-12 -1.71893690e-18]","[0.31830989 0.02508303 0.33593748 0.3093087  0.00951577 0.03031393
 0.33078514 0.32414383 0.30530148 0.00989226 0.01725012 0.03293489
 0.32938985 0.3264936  0.31739753 0.30287598 0.00357937 0.01915686
 0.0201728  0.03475079 0.32623172 0.32873585 0.32070134 0.31315232
 0.30107095]"
